,Series Name,Year,Value
0,GDP (constant 2015 US$),1960,42162423824.202
1,GDP (constant LCU),1960,60459861703.31
2,GDP (current LCU),1960,2843960225.78494
3,GDP (current US$),1960,5536098606.29231
4,GDP deflator (base year varies by country),1960,4.70388146063067
5,GDP growth (annual %),1960,
6,GDP per capita (constant 2015 US$),1960,17776.551068472
7,GDP per capita (constant LCU),1960,25491.1298184122
8,GDP per capita (current LCU),1960,1199.07252963359
9,GDP per capita (current US$),1960,2334.13382506632
10,GDP per capita growth (annual %),1960,
11,"GDP per capita, PPP (constant 2021 international $)",1960,
12,GDP deflator: linked series (base year varies by country),1960,
13,"GDP per capita, PPP (current international $)",1960,
14,GDP per person employed (constant 2021 PPP $),1960,
15,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1960,
16,GDP per unit of energy use (PPP $ per kg of oil equivalent),1960,
17,"GDP, PPP (constant 2021 international $)",1960,
18,"GDP, PPP (current international $)",1960,
19,GDP: linked series (current LCU),1960,
20,GDP (constant 2015 US$),1961,43560382084.1861
21,GDP (constant LCU),1961,62464498899.1707
22,GDP (current LCU),1961,2944498663.65612
23,GDP (current US$),1961,5721995118.28133
24,GDP deflator (base year varies by country),1961,4.71387542611858
25,GDP growth (annual %),1961,3.31564965480389
26,GDP per capita (constant 2015 US$),1961,18002.3895872158
27,GDP per capita (constant LCU),1961,25814.9766083278
28,GDP per capita (current LCU),1961,1216.88583859822
29,GDP per capita (current US$),1961,2364.75394399361
30,GDP per capita growth (annual %),1961,1.27042933060454
31,"GDP per capita, PPP (constant 2021 international $)",1961,
32,GDP deflator: linked series (base year varies by country),1961,
33,"GDP per capita, PPP (current international $)",1961,
34,GDP per person employed (constant 2021 PPP $),1961,
35,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1961,
36,GDP per unit of energy use (PPP $ per kg of oil equivalent),1961,
37,"GDP, PPP (constant 2021 international $)",1961,
38,"GDP, PPP (current international $)",1961,
39,GDP: linked series (current LCU),1961,
40,GDP (constant 2015 US$),1962,44902422331.7804
41,GDP (constant LCU),1962,64388951063.2148
42,GDP (current LCU),1962,3172314985.84004
43,GDP (current US$),1962,6133158804.52258
44,GDP deflator (base year varies by country),1962,4.92680022497272
45,GDP growth (annual %),1962,3.08087345285604
46,GDP per capita (constant 2015 US$),1962,18091.225758171
47,GDP per capita (constant LCU),1962,25942.3654565732
48,GDP per capita (current LCU),1962,1278.1285196777
49,GDP per capita (current US$),1962,2471.05511866341
50,GDP per capita growth (annual %),1962,0.49346877271384
51,"GDP per capita, PPP (constant 2021 international $)",1962,
52,GDP deflator: linked series (base year varies by country),1962,
53,"GDP per capita, PPP (current international $)",1962,
54,GDP per person employed (constant 2021 PPP $),1962,
55,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1962,
56,GDP per unit of energy use (PPP $ per kg of oil equivalent),1962,
57,"GDP, PPP (constant 2021 international $)",1962,
58,"GDP, PPP (current international $)",1962,
59,GDP: linked series (current LCU),1962,
60,GDP (constant 2015 US$),1963,47642420839.3588
61,GDP (constant LCU),1963,68318040423.1195
62,GDP (current LCU),1963,3465374441.29246
63,GDP (current US$),1963,6699741942.5399
64,GDP deflator (base year varies by country),1963,5.07241486996712
65,GDP growth (annual %),1963,6.10211735868668
66,GDP per capita (constant 2015 US$),1963,18817.6083574369
67,GDP per capita (constant LCU),1963,26983.9799443556
68,GDP per capita (current LCU),1963,1368.73941120644
69,GDP per capita (current US$),1963,2646.2366468678
70,GDP per capita growth (annual %),1963,4.01510991557798
71,"GDP per capita, PPP (constant 2021 international $)",1963,
72,GDP deflator: linked series (base year varies by country),1963,
73,"GDP per capita, PPP (current international $)",1963,
74,GDP per person employed (constant 2021 PPP $),1963,
75,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1963,
76,GDP per unit of energy use (PPP $ per kg of oil equivalent),1963,
77,"GDP, PPP (constant 2021 international $)",1963,
78,"GDP, PPP (current international $)",1963,
79,GDP: linked series (current LCU),1963,
80,GDP (constant 2015 US$),1964,50550173384.1066
81,GDP (constant LCU),1964,72487684878.4742
82,GDP (current LCU),1964,3796938100.26112
83,GDP (current US$),1964,7340766740.94114
84,GDP deflator (base year varies by country),1964,5.23804575442946
85,GDP growth (annual %),1964,6.10328462223231
86,GDP per capita (constant 2015 US$),1964,19552.1673180578
87,GDP per capita (constant LCU),1964,28037.3191299119
88,GDP per capita (current LCU),1964,1468.60760434019
89,GDP per capita (current US$),1964,2839.31567298721
90,GDP per capita growth (annual %),1964,3.90357237045242
91,"GDP per capita, PPP (constant 2021 international $)",1964,
92,GDP deflator: linked series (base year varies by country),1964,
93,"GDP per capita, PPP (current international $)",1964,
94,GDP per person employed (constant 2021 PPP $),1964,
95,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1964,
96,GDP per unit of energy use (PPP $ per kg of oil equivalent),1964,
97,"GDP, PPP (constant 2021 international $)",1964,
98,"GDP, PPP (current international $)",1964,
99,GDP: linked series (current LCU),1964,
100,GDP (constant 2015 US$),1965,53639664438.021
101,GDP (constant LCU),1965,76917937812.5111
102,GDP (current LCU),1965,4103901923.19014
103,GDP (current US$),1965,5706251653.54744
104,GDP deflator (base year varies by country),1965,5.33542895181808
105,GDP growth (annual %),1965,6.1117318637838
106,GDP per capita (constant 2015 US$),1965,20407.72501827
107,GDP per capita (constant LCU),1965,29264.1674830738
108,GDP per capita (current LCU),1965,1561.36886440045
109,GDP per capita (current US$),1965,2170.99819416658
110,GDP per capita growth (annual %),1965,4.37576912213767
111,"GDP per capita, PPP (constant 2021 international $)",1965,
112,GDP deflator: linked series (base year varies by country),1965,
113,"GDP per capita, PPP (current international $)",1965,
114,GDP per person employed (constant 2021 PPP $),1965,
115,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1965,
116,GDP per unit of energy use (PPP $ per kg of oil equivalent),1965,
117,"GDP, PPP (constant 2021 international $)",1965,
118,"GDP, PPP (current international $)",1965,
119,GDP: linked series (current LCU),1965,
120,GDP (constant 2015 US$),1966,56991318628.0069
121,GDP (constant LCU),1966,81724126129.5961
122,GDP (current LCU),1966,4255785843.81415
123,GDP (current US$),1966,5917437956.10272
124,GDP deflator (base year varies by country),1966,5.20750241742008
125,GDP growth (annual %),1966,6.24846226221013
126,GDP per capita (constant 2015 US$),1966,21298.0001599488
127,GDP per capita (constant LCU),1966,30540.7997793625
128,GDP per capita (current LCU),1966,1590.41288680973
129,GDP per capita (current US$),1966,2211.38232224774
130,GDP per capita growth (annual %),1966,4.36244187375951
131,"GDP per capita, PPP (constant 2021 international $)",1966,
132,GDP deflator: linked series (base year varies by country),1966,
133,"GDP per capita, PPP (current international $)",1966,
134,GDP per person employed (constant 2021 PPP $),1966,
135,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1966,
136,GDP per unit of energy use (PPP $ per kg of oil equivalent),1966,
137,"GDP, PPP (constant 2021 international $)",1966,
138,"GDP, PPP (current international $)",1966,
139,GDP: linked series (current LCU),1966,
140,GDP (constant 2015 US$),1967,54375745350.1016
141,GDP (constant LCU),1967,77973459438.4119
142,GDP (current LCU),1967,4413744997.25769
143,GDP (current US$),1967,6016017494.19619
144,GDP deflator (base year varies by country),1967,5.66057351956268
145,GDP growth (annual %),1967,-4.58942404013779
146,GDP per capita (constant 2015 US$),1967,19960.9945854049
147,GDP per capita (constant LCU),1967,28623.567210606
148,GDP per capita (current LCU),1967,1620.25806587779
149,GDP per capita (current US$),1967,2208.44223567277
150,GDP per capita growth (annual %),1967,-6.27761087662152
151,"GDP per capita, PPP (constant 2021 international $)",1967,
152,GDP deflator: linked series (base year varies by country),1967,
153,"GDP per capita, PPP (current international $)",1967,
154,GDP per person employed (constant 2021 PPP $),1967,
155,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1967,
156,GDP per unit of energy use (PPP $ per kg of oil equivalent),1967,
157,"GDP, PPP (constant 2021 international $)",1967,
158,"GDP, PPP (current international $)",1967,
159,GDP: linked series (current LCU),1967,
160,GDP (constant 2015 US$),1968,54349183598.5704
161,GDP (constant LCU),1968,77935370550.76
162,GDP (current LCU),1968,4667897231.53786
163,GDP (current US$),1968,5228045647.393
164,GDP deflator (base year varies by country),1968,5.98944638172679
165,GDP growth (annual %),1968,-0.0488485286227274
166,GDP per capita (constant 2015 US$),1968,19777.0036019688
167,GDP per capita (constant LCU),1968,28359.7287401332
168,GDP per capita (current LCU),1968,1698.59074689344
169,GDP per capita (current US$),1968,1902.4219087344
170,GDP per capita growth (annual %),1968,-0.921752584265917
171,"GDP per capita, PPP (constant 2021 international $)",1968,
172,GDP deflator: linked series (base year varies by country),1968,
173,"GDP per capita, PPP (current international $)",1968,
174,GDP per person employed (constant 2021 PPP $),1968,
175,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1968,
176,GDP per unit of energy use (PPP $ per kg of oil equivalent),1968,
177,"GDP, PPP (constant 2021 international $)",1968,
178,"GDP, PPP (current international $)",1968,
179,GDP: linked series (current LCU),1968,
180,GDP (constant 2015 US$),1969,59889904546.1412
181,GDP (constant LCU),1969,85880625871.5528
182,GDP (current LCU),1969,5191390298.83633
183,GDP (current US$),1969,5814357966.66154
184,GDP deflator (base year varies by country),1969,6.04489108707804
185,GDP growth (annual %),1969,10.194671898837
186,GDP per capita (constant 2015 US$),1969,21599.0711721513
187,GDP per capita (constant LCU),1969,30972.5280840857
188,GDP per capita (current LCU),1969,1872.25558959764
189,GDP per capita (current US$),1969,2096.92656039438
190,GDP per capita growth (annual %),1969,9.21306183107109
191,"GDP per capita, PPP (constant 2021 international $)",1969,
192,GDP deflator: linked series (base year varies by country),1969,
193,"GDP per capita, PPP (current international $)",1969,
194,GDP per person employed (constant 2021 PPP $),1969,
195,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1969,
196,GDP per unit of energy use (PPP $ per kg of oil equivalent),1969,
197,"GDP, PPP (constant 2021 international $)",1969,
198,"GDP, PPP (current international $)",1969,
199,GDP: linked series (current LCU),1969,
200,GDP (constant 2015 US$),1970,59052878688.7374
201,GDP (constant LCU),1970,84680351717.6822
202,GDP (current LCU),1970,5799926257.51073
203,GDP (current US$),1970,6495605619.34229
204,GDP deflator (base year varies by country),1970,6.84919953668501
205,GDP growth (annual %),1970,-1.3976075997231
206,GDP per capita (constant 2015 US$),1970,21010.0255056525
207,GDP per capita (constant LCU),1970,30127.851324468
208,GDP per capita (current LCU),1970,2063.51665332861
209,GDP per capita (current US$),1970,2311.02772239737
210,GDP per capita growth (annual %),1970,-2.72718054310749
211,"GDP per capita, PPP (constant 2021 international $)",1970,
212,GDP deflator: linked series (base year varies by country),1970,
213,"GDP per capita, PPP (current international $)",1970,
214,GDP per person employed (constant 2021 PPP $),1970,
215,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1970,
216,GDP per unit of energy use (PPP $ per kg of oil equivalent),1970,
217,"GDP, PPP (constant 2021 international $)",1970,
218,"GDP, PPP (current international $)",1970,
219,GDP: linked series (current LCU),1970,
220,GDP (constant 2015 US$),1971,61288300384.4348
221,GDP (constant LCU),1971,87885890543.7698
222,GDP (current LCU),1971,6855000000
223,GDP (current US$),1971,7911136757.06867
224,GDP deflator (base year varies by country),1971,7.79988682777926
225,GDP growth (annual %),1971,3.78545761922982
226,GDP per capita (constant 2015 US$),1971,21482.054113016
227,GDP per capita (constant LCU),1971,30804.7285467122
228,GDP per capita (current LCU),1971,2402.73396424816
229,GDP per capita (current US$),1971,2772.9185969396
230,GDP per capita growth (annual %),1971,2.24668269553776
231,"GDP per capita, PPP (constant 2021 international $)",1971,
232,GDP deflator: linked series (base year varies by country),1971,
233,"GDP per capita, PPP (current international $)",1971,
234,GDP per person employed (constant 2021 PPP $),1971,
235,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1971,
236,GDP per unit of energy use (PPP $ per kg of oil equivalent),1971,
237,"GDP, PPP (constant 2021 international $)",1971,
238,"GDP, PPP (current international $)",1971,
239,GDP: linked series (current LCU),1971,
240,GDP (constant 2015 US$),1972,64425714494.4285
241,GDP (constant LCU),1972,92384863942.148
242,GDP (current LCU),1972,7872000000
243,GDP (current US$),1972,9567331064.65727
244,GDP deflator (base year varies by country),1972,8.5208763255088
245,GDP growth (annual %),1972,5.11910770948786
246,GDP per capita (constant 2015 US$),1972,22185.9273716135
247,GDP per capita (constant LCU),1972,31814.0652027095
248,GDP per capita (current LCU),1972,2710.8371500396
249,GDP per capita (current US$),1972,3294.64894268304
250,GDP per capita growth (annual %),1972,3.27656403291053
251,"GDP per capita, PPP (constant 2021 international $)",1972,
252,GDP deflator: linked series (base year varies by country),1972,
253,"GDP per capita, PPP (current international $)",1972,
254,GDP per person employed (constant 2021 PPP $),1972,
255,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),1972,
256,GDP per unit of energy use (PPP $ per kg of oil equivalent),1972,
257,"GDP, PPP (constant 2021 international $)",1972,
258,"GDP, PPP (current international $)",1972,
259,GDP: linked series (current LCU),1972,
260,GDP (constant 2015 US$),1973,69451099813.504
261,GDP (constant LCU),1973,99591140855.0693
262,GDP (current LCU),1973,9201000000
263,GDP (current US$),1973,12802281897.8712
264,GDP deflator (base year varies by country),1973,9.23877357062293
265,GDP growth (annual %),1973,7.80027875284195
266,GDP per capita (constant 2015 US$),1973,23452.9091323081
267,GDP per capita (constant LCU),1973,33630.8853730015
268,GDP per capita (current LCU),1973,3107.08134940735
269,GDP per capita (current US$),1973,4323.19653458655
